"Date","Price","Open","High","Low","Vol.","Change %"
"12/06/2022","18,600.0","19,900.0","19,950.0","18,600.0","62.78M","-7.00%"
"03/23/2020","7,915.1","7,960.8","8,235.3","7,915.1","27.27M","-6.99%"
"04/25/2022","30,840.6","33,148.9","33,148.9","30,840.6","37.77M","-6.96%"
"01/28/2021","20,906.9","20,962.6","21,771.0","20,906.9","87.64M","-6.95%"
"11/10/2022","12,100.0","12,700.0","12,800.0","12,100.0","79.75M","-6.92%"
"03/09/2020","9,539.3","9,539.3","9,859.5","9,539.3","34.89M","-6.92%"
"06/20/2022","21,600.0","22,750.0","23,000.0","21,600.0","37.27M","-6.90%"
"10/31/2022","15,650.0","15,650.0","16,000.0","15,650.0","66.30M","-6.85%"
"10/03/2022","19,750.0","21,200.0","21,200.0","19,750.0","33.57M","-6.84%"
"12/26/2022","17,100.0","18,300.0","18,300.0","17,100.0","31.37M","-6.81%"
"11/23/2022","13,800.0","14,700.0","14,850.0","13,800.0","30.30M","-6.76%"
"01/19/2021","23,192.7","24,865.2","24,865.2","23,136.9","45.24M","-6.73%"
"03/15/2019","11,226.8","11,613.9","11,649.1","11,209.2","46.62M","-6.73%"
"10/21/2022","16,900.0","18,300.0","18,300.0","16,900.0","45.16M","-6.63%"
"02/07/2023","19,750.0","21,150.0","21,200.0","19,700.0","43.38M","-6.62%"
"05/28/2018","12,242.4","12,720.0","13,072.0","12,242.4","20.34M","-6.53%"
"06/18/2018","14,147.9","15,027.7","15,027.7","14,147.9","20.23M","-6.51%"
"11/07/2022","13,700.0","14,550.0","14,800.0","13,700.0","38.26M","-6.48%"
"03/12/2020","8,807.2","8,944.5","9,058.9","8,761.5","27.46M","-6.33%"
"10/06/2022","18,000.0","19,300.0","19,300.0","18,000.0","37.46M","-6.25%"
"07/06/2021","36,327.6","38,673.7","39,506.2","36,327.6","62.68M","-6.25%"
"05/13/2022","27,170.0","28,872.8","29,175.6","27,056.5","55.90M","-6.14%"
"01/24/2022","30,802.7","32,619.1","32,694.8","30,802.7","38.25M","-6.00%"
"05/12/2022","28,948.5","30,727.1","30,764.9","28,948.5","32.83M","-5.90%"
"06/11/2020","11,666.7","12,284.4","12,421.6","11,666.7","48.17M","-5.56%"
"07/03/2018","12,775.3","13,514.4","13,655.2","12,775.3","15.94M","-5.47%"
"04/23/2018","13,976.9","14,806.5","14,806.5","13,951.8","10.82M","-5.44%"
"06/13/2022","24,067.0","24,975.2","25,353.6","23,991.3","27.61M","-5.36%"
"07/19/2021","33,527.3","34,549.0","34,738.2","33,300.3","51.25M","-5.24%"
"06/08/2021","37,841.2","39,581.9","40,036.0","37,841.2","50.03M","-5.12%"
"03/11/2020","9,402.0","9,928.1","9,973.9","9,219.0","17.96M","-5.08%"
"05/22/2018","12,694.9","13,298.2","13,323.3","12,694.9","24.15M","-5.07%"
"11/25/2020","19,847.6","20,516.6","20,572.3","19,624.6","97.75M","-5.07%"
"05/24/2022","26,413.2","27,813.3","28,002.5","25,883.4","54.86M","-5.03%"
"12/20/2022","19,000.0","19,800.0","20,100.0","18,750.0","45.55M","-5.00%"
"07/12/2021","34,019.2","35,343.7","35,495.0","33,300.3","98.15M","-4.97%"
"07/24/2020","12,284.4","12,810.5","12,833.4","12,032.7","44.83M","-4.79%"
"03/26/2020","7,754.9","8,029.4","8,052.3","7,732.1","17.93M","-4.78%"
"01/31/2020","11,026.2","11,438.0","11,575.2","11,026.2","23.16M","-4.74%"
"01/27/2021","22,467.9","23,081.2","23,638.7","22,021.9","49.24M","-4.73%"
"06/14/2022","22,931.8","23,840.0","23,877.8","22,856.1","36.97M","-4.72%"
"04/21/2020","9,241.9","9,493.5","9,722.3","9,219.0","25.13M","-4.72%"
"10/11/2022","17,500.0","18,400.0","18,400.0","17,350.0","26.45M","-4.63%"
"06/06/2019","10,385.7","10,934.7","10,934.7","10,225.5","14.92M","-4.62%"
"06/19/2018","13,496.8","13,655.2","13,901.5","13,197.6","36.04M","-4.60%"
"10/04/2022","18,850.0","20,100.0","20,250.0","18,650.0","30.51M","-4.56%"
"02/01/2023","21,100.0","22,200.0","22,650.0","21,000.0","51.91M","-4.52%"
"12/19/2018","10,452.5","10,945.3","11,050.8","10,206.2","30.03M","-4.50%"
"01/31/2019","9,748.7","10,206.2","10,259.0","9,713.5","19.63M","-4.48%"
"04/26/2018","13,449.0","14,077.5","14,278.6","13,348.5","17.83M","-4.46%"
"05/09/2022","30,235.1","31,408.2","31,710.9","30,235.1","34.17M","-4.43%"
"03/27/2020","7,411.8","7,732.1","7,777.8","7,228.8","28.31M","-4.42%"
"05/27/2020","12,444.5","13,085.0","13,085.0","12,444.5","41.65M","-4.23%"
"01/03/2019","10,382.2","10,822.1","10,874.9","10,382.2","18.83M","-4.22%"
"07/24/2018","12,458.6","12,986.5","13,004.1","12,353.0","33.53M","-4.19%"
"11/01/2022","15,000.0","15,750.0","16,000.0","14,800.0","81.55M","-4.15%"
"06/15/2020","11,621.0","12,032.7","12,124.2","11,598.1","23.87M","-4.15%"
"12/06/2021","34,624.7","35,949.1","36,289.7","34,435.5","45.02M","-4.09%"
"11/08/2022","13,150.0","13,100.0","13,700.0","13,000.0","46.27M","-4.01%"
"12/18/2018","10,945.3","11,156.4","11,279.6","10,786.9","22.34M","-4.01%"
"11/19/2021","36,327.6","37,538.5","37,614.2","36,251.9","63.01M","-3.90%"
"06/27/2018","13,901.5","14,394.2","14,482.2","13,901.5","9.24M","-3.89%"
"04/22/2021","30,663.4","31,499.7","32,280.2","30,663.4","58.00M","-3.85%"
"01/30/2020","11,575.2","11,689.6","11,849.7","11,415.1","27.44M","-3.80%"
"03/14/2023","20,300.0","21,050.0","21,100.0","20,200.0","30.87M","-3.79%"
"03/14/2022","34,662.5","35,797.8","36,478.9","34,662.5","44.00M","-3.78%"
"02/08/2021","22,802.4","23,694.4","23,750.2","22,300.6","57.77M","-3.76%"
"08/20/2021","37,084.4","38,446.7","38,598.0","36,478.9","64.13M","-3.73%"
"06/21/2022","20,800.0","21,350.0","21,500.0","20,500.0","39.94M","-3.70%"
"10/11/2018","14,042.3","14,112.7","14,288.7","13,831.1","43.78M","-3.62%"
"11/04/2022","14,650.0","15,000.0","15,150.0","14,500.0","43.89M","-3.62%"
"02/24/2020","10,385.7","10,408.5","10,591.6","10,385.7","27.25M","-3.61%"
"04/18/2022","32,278.5","33,338.1","33,716.5","32,278.5","30.14M","-3.51%"
"06/02/2022","25,088.7","25,732.0","25,959.1","25,013.0","32.99M","-3.49%"
"07/09/2021","35,797.8","36,706.0","37,160.1","34,813.9","60.96M","-3.47%"
"10/28/2022","16,800.0","17,400.0","17,650.0","16,800.0","31.20M","-3.45%"
"04/19/2018","14,328.9","14,731.1","14,856.8","14,328.9","19.62M","-3.39%"
"02/07/2020","11,140.6","11,529.5","11,575.2","11,071.9","17.10M","-3.37%"
"02/27/2023","20,100.0","20,400.0","20,550.0","19,950.0","31.32M","-3.37%"
"07/27/2020","11,872.6","11,918.4","12,421.6","11,804.0","38.73M","-3.35%"
"01/17/2022","33,830.0","35,003.1","35,192.3","33,830.0","28.16M","-3.35%"
"11/09/2018","13,232.8","13,584.8","13,672.8","13,232.8","15.63M","-3.34%"
"06/07/2021","39,884.6","41,322.6","41,625.3","39,354.9","45.05M","-3.30%"
"12/17/2018","11,402.8","11,789.9","11,789.9","11,402.8","12.27M","-3.28%"
"02/24/2023","20,800.0","21,500.0","21,500.0","20,650.0","14.60M","-3.26%"
"03/08/2022","37,425.0","38,295.3","38,749.4","37,425.0","52.66M","-3.23%"
"01/26/2021","23,582.9","24,307.7","24,307.7","23,192.7","42.29M","-3.20%"
"10/28/2020","16,948.5","17,366.6","17,645.4","16,837.0","45.04M","-3.18%"
"05/10/2018","13,876.4","14,253.5","14,303.7","13,826.1","10.07M","-3.16%"
"03/11/2022","36,024.8","37,235.7","37,311.4","35,457.2","57.64M","-3.15%"
"12/12/2022","18,600.0","19,200.0","19,550.0","18,600.0","35.83M","-3.13%"
"07/11/2018","12,106.6","12,282.6","12,458.6","11,895.5","19.24M","-3.10%"
"07/29/2020","12,126.0","12,432.6","12,711.4","11,791.5","32.55M","-3.09%"
"02/11/2020","10,797.4","11,186.3","11,255.0","10,728.8","26.43M","-3.08%"
"08/23/2021","35,949.1","37,084.4","37,084.4","35,949.1","42.67M","-3.06%"
"05/04/2022","31,786.6","32,770.5","32,770.5","31,786.6","19.37M","-3.00%"
"01/27/2022","31,900.1","32,694.8","32,921.8","31,786.6","19.11M","-2.99%"
"07/09/2018","12,564.2","13,197.6","13,197.6","12,458.6","10.53M","-2.99%"
"11/16/2021","39,354.9","40,338.7","40,565.8","39,354.9","51.71M","-2.99%"
"11/14/2018","12,599.4","12,968.9","12,968.9","12,405.8","22.65M","-2.98%"
"06/15/2022","22,250.6","22,780.4","23,385.9","21,834.4","37.31M","-2.97%"
"07/23/2021","34,662.5","35,419.4","35,570.7","34,662.5","37.58M","-2.97%"
"12/17/2020","20,990.5","21,408.6","21,548.0","20,990.5","53.78M","-2.96%"
"10/24/2022","16,400.0","17,000.0","17,050.0","16,200.0","27.97M","-2.96%"
"11/30/2018","11,684.3","11,965.9","11,965.9","11,684.3","20.45M","-2.92%"
"12/23/2022","18,350.0","18,850.0","18,900.0","18,100.0","24.81M","-2.91%"
"03/20/2020","8,509.8","8,807.2","8,830.1","8,509.8","28.22M","-2.87%"
"09/23/2019","10,065.4","10,339.9","10,339.9","10,065.4","11.28M","-2.87%"
"11/29/2018","12,036.3","12,458.6","12,546.6","12,036.3","11.11M","-2.84%"
"10/25/2021","41,701.0","42,760.6","42,911.9","41,701.0","54.09M","-2.82%"
"11/18/2021","37,803.4","38,900.8","38,900.8","37,538.5","76.19M","-2.82%"
"04/12/2022","34,132.8","35,192.3","35,192.3","34,094.9","23.70M","-2.80%"
"03/19/2020","8,761.5","8,875.9","8,921.6","8,647.1","16.37M","-2.79%"
"07/30/2019","9,836.6","10,111.2","10,156.9","9,836.6","12.87M","-2.72%"
"06/02/2021","40,868.5","41,625.3","42,003.7","40,111.7","52.00M","-2.70%"
"07/05/2018","12,704.9","13,056.9","13,197.6","12,599.4","11.63M","-2.70%"
"09/28/2022","21,800.0","22,200.0","22,450.0","21,600.0","14.07M","-2.68%"
"06/16/2021","39,203.5","39,960.3","40,111.7","38,976.4","37.61M","-2.63%"
"02/28/2020","10,225.5","10,317.0","10,431.4","10,179.8","13.87M","-2.61%"
"08/15/2018","13,197.6","13,549.6","13,637.6","13,127.3","12.83M","-2.60%"
"12/10/2018","11,877.9","12,141.8","12,177.0","11,842.7","14.78M","-2.60%"
"10/02/2018","14,535.0","14,693.4","14,799.0","14,482.2","29.03M","-2.59%"
"12/18/2019","10,317.0","10,591.6","10,591.6","10,294.2","15.98M","-2.59%"
"07/18/2022","22,600.0","23,200.0","23,300.0","22,500.0","19.93M","-2.59%"
"03/07/2019","12,001.1","12,317.8","12,335.4","12,001.1","12.47M","-2.57%"
"08/26/2019","10,431.4","10,568.7","10,591.6","10,385.7","11.96M","-2.56%"
"08/03/2018","12,775.3","13,197.6","13,215.2","12,775.3","16.29M","-2.55%"
"09/16/2022","23,000.0","23,400.0","23,600.0","23,000.0","27.51M","-2.54%"
"01/19/2023","21,150.0","21,600.0","21,850.0","20,850.0","43.94M","-2.53%"
"05/16/2018","13,574.7","13,851.3","14,127.8","13,549.6","12.05M","-2.53%"
"12/17/2019","10,591.6","10,866.1","10,911.8","10,477.2","20.78M","-2.53%"
"04/28/2020","9,790.9","10,065.4","10,111.2","9,722.3","16.19M","-2.51%"
"09/03/2019","9,905.3","10,156.9","10,202.7","9,905.3","11.32M","-2.48%"
"03/24/2021","25,339.1","25,673.6","25,840.9","25,144.0","41.51M","-2.47%"
"07/08/2019","9,951.0","10,156.9","10,202.7","9,928.1","15.65M","-2.47%"
"11/01/2021","42,155.1","43,214.7","43,214.7","42,155.1","58.78M","-2.45%"
"05/13/2019","11,279.6","11,596.3","11,596.3","11,262.0","10.43M","-2.43%"
"05/23/2022","27,813.3","28,721.5","28,910.7","27,472.7","13.23M","-2.39%"
"10/19/2022","18,400.0","18,850.0","18,850.0","18,350.0","20.24M","-2.39%"
"09/04/2018","13,725.6","13,971.9","14,042.3","13,725.6","12.25M","-2.38%"
"01/30/2019","10,206.2","10,417.3","10,417.3","10,153.4","18.52M","-2.36%"
"11/11/2021","40,868.5","41,625.3","41,852.4","40,565.8","70.58M","-2.35%"
"12/10/2020","20,962.6","21,464.4","21,520.1","20,739.6","53.36M","-2.34%"
"09/07/2022","23,000.0","23,550.0","23,800.0","23,000.0","25.03M","-2.34%"
"02/28/2019","11,825.1","12,159.4","12,177.0","11,825.1","19.04M","-2.33%"
"05/04/2020","9,607.9","9,836.6","9,859.5","9,607.9","10.18M","-2.32%"
"04/02/2018","14,831.7","15,208.7","15,233.9","14,831.7","23.36M","-2.32%"
"04/26/2021","30,719.1","31,499.7","31,555.4","30,663.4","44.15M","-2.31%"
"11/15/2018","12,317.8","12,493.8","12,652.1","12,229.8","18.70M","-2.24%"
"10/07/2022","17,600.0","17,650.0","17,800.0","17,050.0","36.47M","-2.22%"
"07/22/2022","22,200.0","22,700.0","22,800.0","22,200.0","16.64M","-2.20%"
"06/17/2019","10,271.3","10,500.0","10,522.9","10,271.3","7.67M","-2.18%"
"06/02/2020","12,375.9","12,719.0","12,719.0","12,330.1","24.20M","-2.17%"
"12/22/2021","34,132.8","35,041.0","35,192.3","34,132.8","32.07M","-2.17%"
"06/09/2020","12,398.7","12,787.6","12,810.5","12,330.1","39.37M","-2.17%"
"03/17/2023","20,400.0","21,050.0","21,050.0","20,400.0","33.96M","-2.16%"
"04/13/2021","27,931.6","28,712.1","28,712.1","27,931.6","47.31M","-2.15%"
"07/01/2019","10,522.9","10,614.4","10,660.2","10,431.4","8.08M","-2.13%"
"08/29/2022","23,000.0","23,050.0","23,250.0","22,650.0","32.47M","-2.13%"
"11/10/2021","41,852.4","42,760.6","42,836.2","41,776.7","56.39M","-2.12%"
"05/31/2022","26,261.8","26,753.7","26,753.7","26,110.4","24.49M","-2.12%"
"03/16/2023","20,850.0","21,000.0","21,100.0","20,500.0","30.25M","-2.11%"
"07/05/2021","38,749.4","39,581.9","39,581.9","38,446.7","48.19M","-2.10%"
"09/30/2022","21,200.0","21,500.0","21,650.0","20,700.0","23.37M","-2.08%"
"10/18/2022","18,850.0","19,500.0","19,700.0","18,700.0","24.39M","-2.08%"
"11/30/2020","19,791.8","20,210.0","20,293.6","19,791.8","30.64M","-2.07%"
"06/05/2019","10,888.9","11,163.4","11,300.7","10,843.2","6.29M","-2.06%"
"07/15/2019","9,813.8","10,065.4","10,065.4","9,813.8","8.22M","-2.05%"
"07/06/2022","21,450.0","21,700.0","22,250.0","21,300.0","18.23M","-2.05%"
"05/06/2019","11,772.3","11,754.7","11,895.5","11,684.3","12.32M","-2.05%"
"02/01/2021","21,380.7","21,743.1","22,217.0","21,297.1","37.42M","-2.04%"
"06/29/2020","12,192.9","12,307.2","12,353.0","12,009.9","26.07M","-2.02%"
"01/06/2023","19,400.0","19,700.0","20,100.0","19,200.0","19.63M","-2.02%"
"02/14/2022","34,965.3","35,192.3","35,949.1","34,927.4","23.72M","-2.01%"
"07/29/2019","10,111.2","10,317.0","10,317.0","9,951.0","14.65M","-1.99%"
"07/03/2019","10,134.0","10,339.9","10,362.8","10,111.2","13.30M","-1.99%"
"07/19/2022","22,150.0","22,500.0","22,600.0","22,100.0","16.28M","-1.99%"
"12/06/2018","12,177.0","12,353.0","12,458.6","12,141.8","12.68M","-1.98%"
"06/30/2022","22,300.0","22,900.0","23,400.0","22,300.0","19.95M","-1.98%"
"12/19/2022","20,000.0","20,600.0","21,250.0","20,000.0","48.04M","-1.96%"
"03/20/2023","20,000.0","20,400.0","20,600.0","20,000.0","22.99M","-1.96%"
"07/20/2020","12,810.5","13,039.3","13,130.8","12,810.5","24.44M","-1.93%"
"03/04/2021","25,590.0","26,147.5","26,147.5","25,088.2","49.07M","-1.92%"
"11/22/2018","12,599.4","12,880.9","12,933.7","12,599.4","7.51M","-1.92%"
"05/13/2021","34,287.2","34,789.0","35,123.5","34,287.2","43.27M","-1.91%"
"02/18/2020","10,660.2","10,911.8","10,911.8","10,660.2","15.70M","-1.89%"
"07/12/2018","11,877.9","11,719.5","12,018.7","11,684.3","9.11M","-1.89%"
"12/07/2022","18,250.0","18,000.0","19,150.0","17,700.0","34.62M","-1.88%"
"05/15/2020","10,751.7","10,957.6","11,003.3","10,705.9","16.70M","-1.88%"
"06/21/2018","13,813.5","14,059.9","14,059.9","13,725.6","10.62M","-1.88%"
"07/18/2019","9,585.0","9,768.0","9,790.9","9,539.3","17.86M","-1.87%"
"06/03/2019","11,086.0","11,279.6","11,297.2","11,050.8","33.61M","-1.87%"
"01/17/2019","10,171.0","10,364.6","10,364.6","10,171.0","5.36M","-1.87%"
"05/17/2018","13,323.3","13,574.7","13,625.0","13,273.1","15.78M","-1.85%"
"02/22/2023","21,200.0","21,400.0","22,100.0","21,200.0","32.63M","-1.85%"
"12/03/2021","36,100.5","36,933.0","37,197.9","36,100.5","28.19M","-1.85%"
"07/27/2022","21,250.0","21,450.0","21,500.0","21,050.0","28.60M","-1.85%"
"06/14/2018","14,992.5","15,414.9","15,643.6","14,974.9","18.00M","-1.84%"
"07/09/2019","9,768.0","9,973.9","10,042.5","9,768.0","13.30M","-1.84%"
"05/24/2019","11,314.8","11,438.0","11,490.8","11,314.8","10.04M","-1.83%"
"11/15/2021","40,565.8","41,246.9","41,322.6","40,338.7","39.84M","-1.83%"
"10/10/2019","9,836.6","10,019.7","10,111.2","9,836.6","8.29M","-1.83%"
"11/24/2021","36,819.5","37,462.8","37,614.2","36,706.0","35.26M","-1.82%"
"06/12/2018","14,957.3","15,590.8","15,590.8","14,675.8","29.00M","-1.82%"
"07/31/2020","12,098.1","11,958.7","12,293.2","11,958.7","13.44M","-1.81%"
"08/06/2019","9,951.0","9,859.5","10,065.4","9,859.5","11.90M","-1.81%"
"09/07/2020","13,659.1","13,937.9","13,993.7","13,659.1","25.16M","-1.80%"
"07/08/2021","37,084.4","37,765.5","37,916.9","36,781.6","39.82M","-1.80%"
"04/16/2018","15,108.2","15,208.7","15,334.4","15,108.2","8.35M","-1.80%"
"07/04/2022","22,000.0","22,650.0","22,650.0","22,000.0","12.44M","-1.79%"
"11/21/2019","10,065.4","10,202.7","10,225.5","10,065.4","15.80M","-1.79%"
"07/11/2022","22,050.0","22,400.0","22,650.0","21,950.0","12.48M","-1.78%"
"08/27/2019","10,248.4","10,522.9","10,545.8","10,248.4","18.94M","-1.75%"
"11/20/2019","10,248.4","10,431.4","10,431.4","10,179.8","14.66M","-1.75%"
"06/28/2022","22,500.0","22,850.0","22,850.0","22,250.0","17.84M","-1.75%"
"07/02/2019","10,339.9","10,522.9","10,522.9","10,317.0","10.06M","-1.74%"
"11/13/2018","12,986.5","13,021.7","13,127.3","12,951.3","14.79M","-1.73%"
"06/21/2021","38,749.4","39,354.9","39,733.3","38,749.4","29.39M","-1.73%"
"03/25/2019","11,050.8","10,945.3","11,138.8","10,945.3","10.23M","-1.72%"
"12/21/2021","34,889.6","35,495.0","35,532.9","34,889.6","22.22M","-1.71%"
"01/08/2019","10,153.4","10,347.0","10,382.2","10,100.6","8.63M","-1.70%"
"08/22/2022","23,350.0","23,650.0","23,750.0","23,150.0","23.80M","-1.68%"
"12/17/2021","35,343.7","35,835.6","35,987.0","35,268.0","28.62M","-1.68%"
"12/30/2020","22,802.4","23,192.7","23,192.7","22,718.8","38.45M","-1.68%"
"08/11/2022","23,400.0","24,050.0","24,150.0","23,300.0","34.35M","-1.68%"
"07/19/2019","9,424.9","9,607.9","9,699.4","9,333.4","23.55M","-1.67%"
"06/05/2018","14,831.7","15,083.0","15,133.3","14,706.0","23.47M","-1.67%"
"08/19/2022","23,750.0","24,100.0","24,250.0","23,650.0","31.46M","-1.66%"
"12/15/2020","21,520.1","21,771.0","21,826.8","21,464.4","34.37M","-1.66%"
"12/13/2019","10,888.9","11,071.9","11,209.2","10,888.9","19.96M","-1.65%"
"06/28/2018","13,672.8","13,655.2","14,007.1","13,584.8","11.66M","-1.65%"
"08/14/2020","13,436.1","13,659.1","13,714.9","13,324.6","26.95M","-1.63%"
"10/20/2022","18,100.0","18,350.0","18,600.0","18,050.0","26.03M","-1.63%"
"11/01/2018","13,936.7","14,042.3","14,059.9","13,866.3","6.14M","-1.62%"
"10/22/2018","14,112.7","14,359.0","14,411.8","14,112.7","7.02M","-1.59%"
"10/07/2020","15,498.9","15,666.2","15,777.7","15,498.9","25.89M","-1.59%"
"01/21/2022","32,770.5","33,300.3","33,640.8","32,619.1","21.16M","-1.59%"
"05/11/2021","34,566.0","35,290.8","35,290.8","34,566.0","51.89M","-1.59%"
"04/08/2020","8,555.6","8,418.3","8,601.3","8,372.6","10.75M","-1.58%"
"01/18/2022","33,300.3","33,678.7","34,246.3","32,543.4","27.87M","-1.57%"
"04/15/2022","33,451.6","33,981.4","34,057.1","33,413.8","23.89M","-1.56%"
"06/24/2021","38,295.3","38,900.8","39,127.8","38,219.6","25.98M","-1.56%"
"10/29/2021","43,214.7","43,895.8","43,971.5","43,214.7","31.04M","-1.55%"
"05/30/2019","11,262.0","11,438.0","11,438.0","11,244.4","11.48M","-1.54%"
"06/27/2019","10,317.0","10,477.2","10,500.0","10,317.0","7.91M","-1.53%"
"09/19/2022","22,650.0","23,100.0","23,250.0","22,450.0","27.48M","-1.52%"
"11/13/2019","10,362.8","10,568.7","10,591.6","10,362.8","13.72M","-1.52%"
"02/26/2020","10,408.5","10,408.5","10,522.9","10,385.7","9.48M","-1.52%"
"01/11/2019","10,329.4","10,487.7","10,522.9","10,329.4","7.28M","-1.51%"
"05/21/2021","36,573.1","36,851.8","37,019.1","36,461.5","40.28M","-1.50%"
"02/24/2022","34,813.9","35,381.5","35,457.2","34,132.8","29.18M","-1.50%"
"10/23/2018","13,901.5","14,059.9","14,059.9","13,690.4","27.41M","-1.50%"
"01/06/2022","34,889.6","35,192.3","35,343.7","34,889.6","22.32M","-1.50%"
"12/05/2019","10,568.7","10,683.1","10,728.8","10,545.8","10.91M","-1.49%"
"04/07/2022","35,230.2","35,949.1","36,024.8","35,230.2","18.87M","-1.48%"
"08/05/2022","23,300.0","23,400.0","23,650.0","23,150.0","42.52M","-1.48%"
"06/24/2019","10,683.1","10,888.9","11,003.3","10,660.2","6.51M","-1.48%"
"05/27/2021","37,242.1","37,743.8","37,799.6","36,907.6","33.63M","-1.47%"
"12/14/2018","11,789.9","11,948.3","11,948.3","11,754.7","10.58M","-1.47%"
"08/26/2022","23,500.0","24,000.0","24,000.0","23,500.0","16.47M","-1.47%"
"09/06/2022","23,550.0","24,000.0","24,200.0","23,550.0","15.33M","-1.46%"
"02/13/2023","20,200.0","20,400.0","20,400.0","19,750.0","18.74M","-1.46%"
"08/26/2021","36,100.5","36,781.6","36,781.6","35,987.0","18.02M","-1.45%"
"02/01/2019","9,607.9","9,801.5","9,924.6","9,502.3","19.44M","-1.44%"
"03/02/2023","20,600.0","21,000.0","21,100.0","20,600.0","8.87M","-1.44%"
"08/26/2020","13,491.9","13,659.1","13,687.0","13,491.9","28.65M","-1.43%"
"07/10/2020","12,696.1","12,810.5","12,924.9","12,627.5","30.45M","-1.42%"
"02/17/2023","21,000.0","21,300.0","21,350.0","21,000.0","12.29M","-1.41%"
"11/26/2020","19,568.8","19,568.8","19,736.1","19,122.8","58.20M","-1.40%"
"03/10/2022","37,197.9","37,841.2","37,916.9","37,160.1","34.88M","-1.40%"
"02/19/2019","11,156.4","11,420.4","11,438.0","11,138.8","16.17M","-1.40%"
"09/06/2019","9,790.9","9,973.9","10,019.7","9,790.9","8.86M","-1.38%"
"02/21/2023","21,600.0","22,050.0","22,300.0","21,600.0","20.64M","-1.37%"
"09/13/2021","38,446.7","38,976.4","38,976.4","38,371.0","35.40M","-1.36%"
"07/25/2022","21,900.0","22,200.0","22,300.0","21,800.0","20.72M","-1.35%"
"07/20/2018","12,916.1","12,951.3","13,021.7","12,757.7","13.62M","-1.34%"
"08/05/2019","10,134.0","10,225.5","10,294.2","10,065.4","12.98M","-1.34%"
"11/29/2021","36,630.3","36,478.9","37,008.7","36,478.9","28.34M","-1.33%"
"09/26/2022","22,400.0","22,450.0","22,600.0","21,850.0","25.88M","-1.32%"
"09/20/2019","10,362.8","10,500.0","10,500.0","10,317.0","10.74M","-1.31%"
"11/05/2020","16,864.9","17,087.9","17,143.6","16,864.9","20.36M","-1.31%"
"09/23/2022","22,700.0","23,050.0","23,200.0","22,700.0","14.59M","-1.30%"
"05/21/2018","13,373.6","13,700.4","13,725.6","13,373.6","9.07M","-1.30%"
"06/04/2020","12,170.0","12,353.0","12,536.0","12,170.0","28.41M","-1.30%"
"05/25/2022","26,072.6","26,110.4","26,451.0","25,013.0","51.24M","-1.29%"
"12/10/2021","35,192.3","35,608.6","35,722.1","35,116.6","25.26M","-1.27%"
"09/10/2018","13,795.9","13,954.3","14,007.1","13,795.9","7.05M","-1.26%"
"05/12/2020","10,820.3","10,820.3","10,934.7","10,705.9","22.17M","-1.25%"
"09/12/2018","13,901.5","14,112.7","14,165.5","13,901.5","15.35M","-1.25%"
"01/07/2020","10,843.2","11,026.2","11,071.9","10,797.4","10.26M","-1.25%"
"08/10/2022","23,800.0","24,000.0","24,400.0","23,800.0","30.12M","-1.24%"
"01/22/2021","24,335.6","24,698.0","24,921.0","24,279.8","25.97M","-1.24%"
"03/03/2023","20,350.0","20,800.0","21,100.0","20,350.0","13.61M","-1.21%"
"10/19/2021","43,290.3","43,593.1","43,895.8","43,214.7","30.84M","-1.21%"
"01/11/2022","34,132.8","34,851.7","34,851.7","34,132.8","16.59M","-1.20%"
"02/09/2023","20,600.0","21,000.0","21,250.0","20,600.0","16.34M","-1.20%"
"08/20/2018","13,109.7","13,268.0","13,268.0","13,074.5","9.70M","-1.19%"
"01/17/2020","11,438.0","11,575.2","11,735.3","11,392.2","13.33M","-1.19%"
"01/07/2019","10,329.4","10,663.7","10,681.3","10,259.0","6.81M","-1.18%"
"04/18/2018","14,831.7","15,057.9","15,133.3","14,831.7","10.57M","-1.17%"
"10/26/2022","16,900.0","17,000.0","17,400.0","16,850.0","11.24M","-1.17%"
"07/21/2021","35,381.5","35,949.1","36,176.2","35,268.0","27.74M","-1.16%"
"06/29/2018","13,514.4","13,655.2","13,795.9","13,356.0","14.16M","-1.16%"
"07/17/2019","9,768.0","9,905.3","9,905.3","9,745.1","11.50M","-1.16%"
"03/24/2020","7,823.6","7,777.8","7,937.9","7,617.7","29.13M","-1.16%"
"11/17/2021","38,900.8","39,354.9","39,808.9","38,900.8","39.00M","-1.15%"
"06/29/2021","39,203.5","39,733.3","39,808.9","39,127.8","25.78M","-1.15%"
"07/26/2022","21,650.0","21,800.0","22,000.0","21,600.0","26.38M","-1.14%"
"06/11/2018","15,233.9","15,334.4","15,510.4","15,208.7","30.82M","-1.14%"
"11/09/2022","13,000.0","13,200.0","13,600.0","12,950.0","32.79M","-1.14%"
"01/19/2022","32,921.8","33,603.0","33,716.5","32,884.0","23.02M","-1.14%"
"11/07/2018","13,778.3","13,936.7","14,007.1","13,778.3","7.70M","-1.14%"
"09/25/2019","10,019.7","10,111.2","10,111.2","9,951.0","8.34M","-1.13%"
"11/28/2018","12,388.2","12,564.2","12,617.0","12,300.2","11.20M","-1.12%"
"08/12/2021","36,630.3","37,008.7","37,084.4","36,630.3","28.01M","-1.12%"
"06/17/2022","23,200.0","23,450.0","23,500.0","21,950.0","30.24M","-1.11%"
"10/02/2020","14,885.7","15,080.8","15,192.3","14,495.4","35.47M","-1.11%"
